category,text
None-of-the-above,"Royal Queen  Bcoz of the same law,a guy was given womeniser title as a girl gave false complaint to take revenge on that guy.Arguments not gonna change anything..If you give me respect,I will give.I personally dont think men is grester than women,but I get angry when women today are more freedom and njoy their life but still talk about women empowerment.Iam pretty sure today boys are giving more respect to girls if they give same respect to them."
Homophobic,Lsbt people it's a hormone problem consult a doctor and go for some days of counseling ; Don't mess up the nature ; It's not a healthy way to tell a body issue as a feeling ; If im horny and love with a girl and she is also horny and love on me ; This government will give me a room to have sex without no lawsuit ; Don't be a dumb to do this shit; Respect and reassure our life 🤗
None-of-the-above,Lathif character is amazing.....
None-of-the-above,Much more supportive characters are there in world bro. Be brave
None-of-the-above,Loved watching it.... Well made...
Counter-speech,Love is blind it is not about sex. It is about feeling which is originate frm heart. Heart is belongs to both sex so why there is a difference between straight and gay?
None-of-the-above,Mani Shankar Iyer  superb sir.... Iam not gay..... But some sort awesome feel..... After seeing this movie..... Can I see u.... U r from
Hope-Speech,I feel very happy to see this short film! truly it will be closely touched in my heart! especially latif character so heart-hitting ☝ I really thank and hats off to this short film crew 🙏🙏👌👌
None-of-the-above,Such a great movie. ❤️❤️❤️❤️❤️❤️❤️❤️😇😢
None-of-the-above,Fully script story only...👈
Hope-Speech,Proud to be I m a gay
Hope-Speech,Really ur great anna
None-of-the-above,Please don't play with other emotions.
None-of-the-above,"When the orthodox, burqa wearing woman is OK with others personal freedom, I think everybody else should be OK or stop blaming burqa"
None-of-the-above,"So from comment section what I came to know is, most of the ppl are not aware what is LGBTQ is... First understand what it is... There is nothing to talk about tamil culture here 🤦"
None-of-the-above,The movie no words to say
None-of-the-above,Thank God I born in 2k..; And being a proud gay...
None-of-the-above,I love gays
None-of-the-above,Please do prank in wine Shop
Hope-Speech,"Great moto to our community , Thank you"
None-of-the-above,"Ji! this is so cool! The choice of classes was good too coz this is the approx age fr attainment of puberty, so this gives the sexual minorities a chance to understand themselves too. But ur courage fr opening up such debate is really cool! And pls wat kinda school u r in? And when can I join my child there?( If I ever become a parent)"
None-of-the-above,Velavan  how many sibling for you
None-of-the-above,Make a vedio about one way travel about mars
None-of-the-above,I. Love you😘😘😘😘😘😘
None-of-the-above,don't compare this matter with child abuses. ...
Homophobic,"In future a group of people will come & claim that they wants to marry a Animal, own Father, Mother, Sister & Brother, if someone says it's unnatural then they will say you are not too modern or your thoughts are not mature to understand the pure love; they are also have freedom to choose with whom they want to love. We should respect their feelings they are also humans, at the end love is love, if our feelings attracted to Animals or own parents & siblings what we can do. am i correct guys (LGBTQ COMMUNITY)!!?;  🌈🐵🐻🦁🐯🐱🐶🐺🐴🐮🦛🦌🐷👨‍❤️‍💋‍👨👩‍❤️‍💋‍👩💑👩‍❤️‍👩; ; Hit the like button below those who are against this kind of act or community & share your thoughts. 👇👍"
None-of-the-above,Great Yesu as always ; Gets more emotional while watch fully ; U already started achieves ur successes anna ; Hats off to u
None-of-the-above,Very heart touching movie No one understand their feelings
None-of-the-above,KIRAN- The Rebel Fkkkk off 🖕🏼🖕🏼🖕🏼
None-of-the-above,Truly good series happy to see it again n wow Lathif Character is Amazing n nice story. We gays should be proud of this n awesome
None-of-the-above,Nice dialogs. But still after these many years it is not practical
Hope-Speech,Waiting for 2part
Hope-Speech,I always support lgbt community
None-of-the-above,Yes.. We should be independent... Finally there is no one for us... Achievement only  will show who we are..lots of support and love fro you anna...
None-of-the-above,Clarity of thoughts is amazing. Best wishes. Hope you find the girl you love.
None-of-the-above,The story line is pathetic and very confusing. Better luck next time
None-of-the-above,Bro plz make a video of fake pastor.... And fake Christianity
None-of-the-above,Bro make video about Pirate's
None-of-the-above,You are right bro...
None-of-the-above,She is aa god  literallyy❤❤❤❤❤❤❤
Homophobic,Please don't give me new disease
None-of-the-above,Talk about what is Halal in Islam
None-of-the-above,The emotion in 43:50
Hope-Speech,"A well contemplated short film with a very subtle yet powerful message about a father's turbulence towards his son's sexual orientation and on being true to yourself. It makes us wish we were Latif, to love someone with purity and be brave or to be Harish having that someone special in life to rescue us from all the turmoil and to clear the road for us. The emotions were lively and it will bring a tear of joy when we see them hold hands in the end. They have scored well in cinematography the way they have captured emotions on screen is amazing. It reflected every gay person's strife they go through in the process of coming out to his/her family. overall Excellent movie!!"
None-of-the-above,Super bro...am waiting
None-of-the-above,Antonette Sandhya Duraimanickam  i am just building my courage
None-of-the-above,U will b astonished even homosexuals looks 4 caste nowadays
None-of-the-above,What's the full form of LGBT
Hope-Speech,Im happy u have come out. May God bless you
Hope-Speech,"Mallini whenever I revisit this video, I get more respect for you... The truth is you have told a beautiful thing pls love everyone and love yourself... Maybe this world is a cruel place where many people will deliberately suppress this truth or act like they don't understand what you are saying... The truth is we don't have to justify everyone for what we are doing... Ignore them if they are assholes"
None-of-the-above,Yes bro there are good
None-of-the-above,"Chill Bro, Keep rocking"
None-of-the-above,I Think Rules i accept
None-of-the-above,This so bad act don't parnk    They so good😍 😍
None-of-the-above,Same to you
None-of-the-above,We want freedom
None-of-the-above,Bala kumar dont talk blindly .research analyse and realise what's the point and answer .just dont force your point with others .i think she is right .its her choice how to live either good or bad its her choice.dont tell her its wrong .
None-of-the-above,I really like this video bro; she's kind
Homophobic,Elam ok bro.. Force panni How can u love ur wife so much being a gay? I dont understand how s it possible bro.. Ungala neengale yemathringala..
None-of-the-above,Great job guys keep roking always 🔥 God Grace 😍 creat  Such a  fantastic team ❤Congrats guys🔥😍
None-of-the-above,r u Tamil Nadu I asked some questions to you but plz don't mistake to me and I asked sorry r u straight
None-of-the-above,100 percentage scripted prank...
None-of-the-above,God bless 🌹
None-of-the-above,"aneesh cool So the freedom women is getting now is because of law. If law was nt made then these things would have been impossible. So credit goes to the law. Do u think this would have been possible cauz of culture. This is where we make mistake by saying women are respected. Bt India is a place of two extremes. Women is respected and disrespected here only. now who are those women getting respect? As I told already, if she follows rules of culture. Culture dont pray feminine energy for its uniqueness."
